16,3,4,2,0,0,0,0,1,1,3,0,4,0,4,4,5,10,9,10,12,12,6,11,19,16,34,16,25,12,13,17,14,21,0,2,717,5,0,0,2,15,0,188,37,51,279,0,3,0,20,108,55,0,340,110,200,506,423,0,597,13,61,17,11,4,33,2,3,0,565,0,325,1,1,215,37,3,0,8,0,13,0,0,17,31,45,0,98,0,0,246,9,0,0,0,333,725,0,5,29,18,1,0,2,7,5,0,0,0
17,1,2,3,0,0,0,1,0,5,3,0,1,0,2,0,3,12,4,9,6,1,0,7,3,7,12,12,17,13,10,7,9,18,0,4,0,1,158,0,3,34,9,1,268,0,284,0,2,0,0,533,19,0,1557,672,1380,2403,1080,0,1638,0,29,3,19,2,267,0,2,0,1816,251,904,0,2,2215,408,3,0,283,0,297,4,0,25,24,92,0,64,0,0,167,98,0,0,0,326,0,0,19,9,27,2,4,2,4,1,0,0,136
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,3,3,0,1,0,0,15,10,0,165,47,137,666,274,0,351,0,20,10,12,0,11,0,0,0,0,182,0,0,0,710,287,0,0,6,1,9,0,1,0,0,70,0,0,0,0,98,54,0,0,1,84,0,1,0,0,2,0,0,0,0,5,0,0,0
20,2,3,3,0,0,0,0,0,3,2,0,3,0,1,2,4,6,3,9,1,10,6,3,20,5,10,12,15,13,12,10,10,13,0,2,1,3,1,1,2,30,16,132,223,0,189,3,5,0,16,93,18,0,337,153,222,1311,3956,0,1134,12,74,24,22,4,56,0,13,0,641,135,325,2,8,211,0,0,0,331,0,31,0,101,4,39,108,0,69,4,3,531,0,4,0,0,321,36,0,6,10,38,9,12,11,0,5,9,0,2
21,0,2,3,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,6,3,6,7,3,16,16,14,10,19,3,11,9,3,14,0,3,1,2,10,1,2,12,0,282,454,59,271,1,3,7,0,66,11,0,333,93,253,1285,919,1,1344,3,35,4,1,1,25,0,6,0,907,67,496,113,0,351,101,0,1,29,0,17,9,9,6,0,110,0,53,0,3,486,78,1,1,2,78,38,6,14,103,37,2,3,0,2,6,0,0,14
22,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,1,7,6,0,3,3,6,3,0,0,3,9,3,1,12,0,1,1,2,7,0,0,3,841,73,25,16,31,2,1,0,0,15,4,0,119,30,103,410,276,0,322,0,2,1,3,1,3,0,2,0,222,20,98,0,0,91,29,0,0,51,2,9,0,2,0,0,8,0,16,0,0,24,14,0,0,0,18,0,0,0,1,7,2,0,1,0,1,0,1,4
24,3,3,2,1,0,0,0,0,2,0,0,1,0,1,1,1,3,6,4,0,9,0,6,0,6,3,15,10,3,6,9,3,3,0,3,35,1,0,1,2,12,0,52,480,58,117,6,1,0,41,258,15,0,406,305,592,1183,2058,0,354,6,36,0,3,2,134,0,10,0,523,22,246,0,8,550,0,1,14,335,0,127,2,109,15,0,73,0,56,0,0,263,0,0,1,0,8,0,0,0,9,3,0,11,0,2,1,31,0,0
27,2,3,7,1,0,0,0,1,4,1,0,7,2,4,3,3,7,13,20,13,16,16,9,20,28,20,19,30,18,16,26,19,21,0,3,0,2,10,1,4,51,18,147,489,58,326,1,4,0,0,420,12,0,770,538,767,937,843,3,944,15,102,18,8,4,207,0,2,0,235,0,131,97,2,710,0,1,2,179,0,196,1,67,21,76,94,0,12,0,0,4,77,5,0,0,660,3,0,10,12,6,4,2,0,4,9,98,0,13
28,3,3,6,2,0,1,1,1,2,3,1,2,0,4,6,3,12,30,15,15,8,6,12,34,15,25,6,28,13,31,28,23,33,0,8,0,7,0,0,1,50,501,140,124,61,160,2,2,0,11,31,7,1,164,80,131,622,473,0,712,2,17,5,5,3,22,0,11,0,601,425,304,0,1,279,106,158,0,79,0,18,0,0,33,0,109,0,70,0,1,99,78,1,34,37,150,31,75,43,7,93,0,0,0,2,9,3,0,0
32,0,0,2,0,1,0,0,0,2,4,0,2,1,2,3,7,11,10,10,9,4,16,0,17,7,1,15,29,3,11,15,30,12,35,1,0,4,203,0,3,26,3342,121,277,0,119,0,1,0,0,112,35,21,273,96,232,344,482,3,585,1,37,10,5,0,38,1,5,2,44,0,17,0,0,221,118,5,3,35,0,23,17,6,13,0,86,0,0,0,0,395,28,5,0,0,298,1,0,0,32,38,46,51,33,0,51,0,0,198
33,0,6,4,1,0,1,0,0,1,4,0,4,1,4,2,2,4,6,6,11,10,9,16,10,26,31,20,15,16,13,19,5,22,0,3,0,1,203,0,3,36,0,229,258,0,267,0,11,0,0,68,27,22,1707,705,946,1812,378,0,834,2,49,16,21,2,70,0,3,0,0,0,0,103,2,1767,0,0,0,82,0,49,0,117,14,5,357,0,1,0,0,22,0,0,0,0,8,71,0,0,5,5,4,8,5,0,4,0,0,175
34,1,4,2,0,0,0,0,0,4,3,1,4,1,3,7,4,16,12,10,9,9,12,3,15,15,18,9,28,9,10,6,13,12,0,1,0,2,39,0,2,40,0,254,3392,25,405,0,8,0,0,77,26,1,409,216,308,1141,768,0,1334,3,26,4,1,21,24,0,9,0,2770,30,1413,129,2,347,0,46,0,46,2,25,3,102,27,0,141,0,56,91,3,263,69,2,0,0,167,0,0,5,13,11,0,0,0,0,3,8,0,32
37,4,3,2,1,0,0,1,2,3,3,0,3,0,2,4,4,16,3,27,0,7,3,12,18,19,12,21,19,6,16,21,13,17,0,1,117,3,38,1,2,32,0,150,237,23,302,7,1,0,0,160,50,0,541,310,310,512,5102,1,5167,0,10,2,4,2,84,0,11,0,31,214,17,101,2,468,80,0,2,35,8,76,7,0,6,10,287,0,77,0,0,37,15,1,0,0,105,41,0,0,2,46,0,22,2,5,2,97,0,37
38,1,0,2,0,0,1,1,0,5,3,0,3,2,3,2,4,11,7,5,15,9,9,16,14,12,18,7,10,11,13,18,10,16,0,2,0,1,33,1,4,39,6987,147,122,53,140,3,6,0,3,43,8,0,232,65,200,756,1120,3,1030,0,22,1,0,19,20,1,3,1,553,21,257,31,1,229,24,1,0,168,0,17,12,78,12,17,36,0,52,0,2,217,54,1,70,93,86,0,181,4,37,5,9,10,7,2,20,0,0,29
39,4,4,4,0,0,0,0,0,1,3,0,0,0,5,1,3,3,6,6,8,6,9,9,4,15,21,3,12,9,16,6,15,15,120,2,0,2,8,0,1,24,3206,108,243,0,254,1,1,108,0,86,11,0,1038,136,595,1147,509,0,916,14,68,12,1,4,66,1,0,0,2511,246,1334,134,2,1032,48,0,0,25,0,36,0,12,9,0,99,0,64,31,0,510,62,1,0,0,102,0,0,3,2,10,7,19,7,12,12,4,1,7
40,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,3,3,9,0,3,0,0,10,3,15,7,6,6,0,3,1,6,0,2,0,1,0,1,0,6,0,1,504,0,154,0,6,0,1,20,5,0,245,55,163,1120,195,0,722,1,29,4,6,0,17,0,3,0,392,8,181,109,0,1121,431,0,0,1,0,9,17,0,7,351,9,0,69,0,0,209,0,0,0,0,157,0,0,4,0,46,1,4,2,0,5,0,0,0
42,1,3,2,1,0,0,0,0,2,0,0,1,0,2,5,0,6,4,12,0,0,13,3,6,10,14,3,0,9,11,6,9,7,0,4,1,1,8,0,4,18,0,197,241,66,372,4,2,0,16,3,2,0,198,76,136,893,822,3,1192,2,35,9,19,4,14,0,4,0,1596,71,795,0,7,898,383,0,0,3,0,1,3,111,6,0,33,0,44,7,1,4,0,0,0,0,140,0,0,1,14,0,1,0,0,0,2,0,0,5
44,0,2,4,0,0,0,0,0,6,5,1,4,0,4,1,3,10,13,11,10,12,9,0,13,13,15,11,10,16,18,3,13,22,339,1,0,3,3,0,2,28,0,167,3337,70,103,0,17,0,0,58,11,0,277,136,208,262,720,0,875,3,30,3,3,2,44,0,3,0,45,5,40,103,2,251,65,0,0,22,0,19,3,0,9,74,87,0,0,0,0,197,25,0,0,0,70,0,0,0,4,15,6,3,5,8,27,0,0,1
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2839,0,2,0,0,0,99,69,3,0,7,0,0,2,3,52,17,0,162,85,133,368,654,0,795,0,9,0,0,0,3,0,0,0,143,226,87,0,0,152,48,0,0,8,0,3,0,0,0,1,82,0,12,3,0,0,54,0,0,0,48,0,0,0,0,17,0,0,0,0,6,0,0,2
46,5,2,4,0,0,1,0,0,4,6,0,2,0,4,3,0,15,9,24,6,7,0,12,20,13,21,21,21,13,13,19,18,12,213,2,42,5,188,1,3,35,113,253,46,55,150,2,4,10,0,66,49,0,328,110,181,1600,764,1,1459,2,15,6,2,3,10,0,3,0,1277,0,621,1,2,287,91,0,0,39,0,4,11,27,12,29,69,2,75,0,0,495,0,1,0,0,97,0,0,2,3,41,5,31,9,9,10,0,4,183
47,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,6,3,6,0,0,1,3,6,0,9,1,0,1,0,6,1,3,0,1,1,0,0,0,1,4,0,198,0,54,49,0,1,0,0,74,18,0,1194,160,727,1976,1395,2,1497,29,103,25,6,1,46,0,2,0,778,0,368,1,0,1030,37,0,0,278,0,21,27,0,8,3,251,0,69,12,1,401,36,0,0,0,0,190,0,0,0,11,1,4,3,0,6,0,0,0
48,4,5,2,1,1,0,0,0,3,2,0,3,0,5,2,3,7,6,10,18,9,6,5,12,22,10,16,18,30,7,18,6,7,46,2,1,1,0,0,4,28,0,256,0,67,316,1,0,0,0,46,3,0,239,145,222,1472,1005,0,1133,0,56,28,46,2,43,1,3,0,655,1,336,0,0,318,3,0,0,324,4,20,0,108,3,70,79,0,0,3,0,233,82,0,0,0,0,0,0,0,101,3,31,30,22,1,28,1,0,0
50,6,3,2,0,0,0,0,0,3,2,0,2,0,2,4,1,3,9,1,13,12,4,6,16,20,22,8,16,10,12,5,10,22,7,3,0,2,94,0,4,29,0,129,1,0,276,4,1,0,16,103,45,0,400,175,279,840,659,0,895,13,56,8,8,1,32,0,2,0,523,368,281,123,1,325,126,0,2,66,0,27,11,0,15,34,115,0,84,0,3,110,119,1,0,3,40,0,3,7,23,26,0,0,0,1,4,0,0,75
51,1,1,1,2,1,0,1,0,3,1,0,2,0,0,2,0,12,0,6,3,10,3,0,9,9,13,3,9,3,4,12,6,21,0,1,0,0,0,1,1,9,0,166,100,60,156,2,2,0,0,69,10,0,267,110,236,1807,694,0,535,1,18,7,12,10,40,0,3,0,685,367,341,113,3,1159,3,1,3,622,0,38,0,7,13,2,132,1,46,0,0,45,47,0,0,0,32,116,0,0,8,46,6,13,9,9,9,3,1,0
52,1,2,2,0,1,0,1,1,3,3,0,3,0,3,3,2,13,9,5,4,7,9,7,12,15,1,19,13,30,27,14,13,12,0,2,1,2,1047,0,2,21,0,205,1,59,255,2,9,103,0,248,124,43,2220,223,1235,3006,395,0,1263,18,124,36,25,1,65,0,9,0,2668,225,1321,0,1,2986,12,0,0,502,6,39,0,95,27,0,38,0,2,0,1,486,0,2,0,0,76,361,0,4,38,13,0,7,0,9,11,3,0,1037
53,3,1,4,1,0,0,0,0,4,3,1,3,1,5,0,0,9,10,3,15,6,6,3,24,9,18,13,10,18,6,3,7,13,0,1,1,2,35,0,2,7,9867,298,233,53,39,0,4,0,0,13,1,0,245,67,142,336,5519,0,5425,12,52,12,10,1,21,0,2,1,138,246,72,0,1,225,1,1,0,11,0,4,0,9,3,0,9,3,44,0,0,137,67,0,0,0,75,30,0,5,112,49,4,14,1,4,3,16,5,33
55,4,2,1,1,0,0,0,0,2,5,0,5,1,4,1,3,10,3,9,10,3,9,7,12,10,12,11,19,7,20,10,6,19,352,1,0,4,0,0,1,28,0,250,0,0,267,1,0,5,27,21,8,0,164,106,106,113,7921,0,349,7,49,12,6,3,26,0,0,0,2002,0,978,0,0,142,125,0,0,8,12,14,0,15,24,9,31,5,60,0,2,217,78,0,0,0,0,0,0,5,2,44,26,39,25,3,39,0,4,1
57,0,1,0,0,0,0,0,0,1,3,0,3,0,3,0,1,0,0,12,6,7,6,6,7,9,9,9,14,10,7,6,19,21,0,4,0,1,9,0,5,13,0,184,459,52,11,0,1,0,0,380,12,0,632,443,709,1061,1863,1,698,1,28,4,10,3,182,0,2,0,563,1140,277,96,1,560,0,2,0,209,0,165,0,112,12,13,76,0,65,0,2,402,5,1,0,0,0,0,0,5,4,6,0,3,0,5,7,10,0,10
58,5,3,2,2,0,0,0,0,4,5,0,0,0,1,1,4,6,16,13,3,14,3,7,15,15,26,10,18,27,1,18,9,6,0,3,3958,3,68,0,1,46,0,48,27,34,80,1,0,0,0,27,7,0,107,41,117,131,264,0,369,1,7,1,0,6,7,0,1,0,29,107,13,1,0,113,3,30,0,5,1,15,1,68,11,10,69,4,0,68,0,314,52,0,1,0,31,0,0,0,5,22,0,0,0,2,0,0,2,69
59,3,0,0,0,1,0,0,0,1,3,2,2,0,1,2,1,10,6,4,6,0,4,4,10,3,4,1,8,6,11,3,10,7,17,0,1,0,1,1,0,16,0,57,260,57,159,0,1,0,0,83,8,0,923,145,572,1888,3178,0,878,16,90,20,11,0,41,0,3,2,611,108,317,0,1,869,1,0,0,294,0,25,0,109,9,0,102,22,76,0,0,229,109,0,2,1,15,0,1,0,11,60,24,18,13,0,24,0,14,0
60,0,2,4,0,0,0,0,1,2,1,0,1,2,2,1,3,12,6,12,0,6,0,4,15,10,25,18,6,15,8,10,7,3,0,2,0,1,187,1,0,25,0,294,120,45,283,1,6,9,1,49,5,0,1011,75,540,1880,429,2,1295,0,10,0,1,5,12,1,4,0,1046,2,509,124,1,934,16,1,0,7,0,11,0,45,23,28,85,0,93,0,4,423,6,1,1,0,76,4,0,8,39,36,0,0,1,0,0,37,0,202
61,2,2,4,0,0,0,0,0,8,3,2,3,1,2,0,1,9,0,27,4,9,3,3,28,19,10,26,7,17,15,15,12,22,0,3,1,2,51,0,3,30,0,295,19,70,276,0,4,0,11,504,64,42,606,474,716,1753,824,0,1397,12,92,14,0,5,221,0,7,0,1553,385,769,0,0,569,0,0,0,278,1,189,3,98,13,17,49,0,69,0,3,107,87,3,0,0,95,0,0,6,2,14,3,3,0,8,1,0,0,37
62,0,7,8,0,0,0,1,0,2,6,0,5,1,3,3,3,9,9,18,12,15,9,17,15,25,7,7,15,16,25,9,16,6,0,1,3,3,13,0,3,29,0,230,1,0,294,1,34,0,0,150,46,0,382,244,322,1632,804,2,1419,18,131,18,3,3,73,0,20,0,3454,413,1710,2,2,440,103,0,0,115,0,29,7,0,18,21,140,21,47,0,0,280,42,2,0,0,185,0,0,0,0,37,0,5,0,0,0,9,18,15
63,13,2,2,0,0,0,1,0,1,1,0,3,2,1,1,3,3,0,15,8,0,3,6,9,6,10,4,9,6,3,9,6,0,0,2,0,0,0,0,1,14,6620,181,262,59,160,18,2,0,0,80,15,0,294,221,288,1372,813,1,1408,3,80,30,63,4,62,0,20,1,1248,9,586,124,9,185,7,0,0,35,0,38,0,6,15,7,169,0,56,0,1,559,112,1,0,0,95,33,0,4,3,17,0,3,3,7,3,0,0,0
64,2,8,2,1,0,1,0,0,2,2,1,5,1,7,4,4,15,8,13,24,12,12,7,26,12,13,24,30,10,18,22,16,9,403,3,7,1,146,0,3,55,515,290,488,59,292,3,6,0,8,72,15,0,175,121,208,1677,141,2,889,1,22,1,1,4,32,0,3,0,1016,35,481,107,1,164,419,3,3,27,11,34,6,6,25,0,28,0,54,0,3,84,24,2,100,79,6,0,179,54,11,8,2,1,1,1,2,0,0,137
65,0,1,6,0,0,0,0,0,3,1,0,4,0,4,3,2,9,7,7,7,3,6,0,19,9,5,19,17,18,16,3,23,9,0,1,0,1,60,0,1,23,0,51,252,69,165,5,2,126,0,36,3,0,270,125,198,1212,592,1,834,13,93,24,38,1,28,0,3,0,468,1698,247,0,3,339,66,0,0,229,0,11,9,115,4,0,252,79,56,31,1,315,0,1,1,0,77,14,1,15,110,24,0,6,3,4,2,1,75,93
68,3,2,4,0,0,0,0,0,1,2,0,1,1,2,2,1,3,13,11,12,3,3,0,18,29,6,15,6,6,6,6,3,6,0,1,126,1,0,0,3,11,0,292,3375,67,130,4,1,0,58,70,18,0,1088,136,684,1259,0,2,481,3,45,15,5,0,29,0,4,0,146,1767,68,0,0,1044,1,0,2,32,0,27,1,0,11,29,98,63,53,0,3,130,75,1,0,0,108,0,0,51,0,55,0,12,0,0,2,0,50,0
69,6,0,0,1,0,0,0,1,1,2,0,2,0,1,1,3,3,3,0,3,3,6,4,15,13,6,9,12,8,9,3,4,6,0,4,1,1,44,1,2,16,0,114,483,0,71,4,0,0,1,57,9,0,353,118,285,1487,998,0,1274,2,36,7,1,3,38,3,8,1,661,0,343,1,1,347,1,0,0,307,0,27,16,96,10,33,127,0,53,0,0,433,0,0,0,0,197,144,0,1,3,14,8,30,8,2,9,1,0,50
73,5,4,3,1,0,0,0,0,3,1,0,4,0,6,2,3,23,10,12,3,13,13,9,15,24,19,10,31,11,21,11,10,34,0,1,1,4,17,0,2,32,107,343,497,55,130,2,0,87,1,36,14,1,359,159,253,1200,48,2,226,8,82,32,53,2,43,1,3,0,230,23,87,121,0,1114,0,1,0,424,1,12,0,41,28,1,150,0,66,0,3,9,26,2,0,0,149,0,0,0,0,4,2,24,0,0,18,0,0,13
74,2,0,2,0,0,0,0,0,2,0,1,0,1,2,3,1,0,6,3,1,3,3,6,8,6,15,11,9,14,6,3,9,5,0,1,1,1,0,0,3,14,0,54,200,38,197,0,0,0,0,8,4,0,72,74,79,197,303,1,429,1,21,1,1,2,4,0,2,0,1448,66,668,2,0,86,25,0,0,7,5,14,0,9,6,101,12,0,0,0,0,251,20,1,0,0,50,0,0,1,10,10,1,2,1,3,1,5,1,0
75,4,1,5,0,0,0,0,1,1,5,1,6,0,2,2,3,4,6,15,13,15,10,9,24,19,7,15,10,17,13,6,19,22,0,6,0,3,177,0,3,30,3447,162,266,1,263,0,4,0,0,306,0,0,452,387,601,688,192,1,428,1,17,2,2,1,178,0,3,0,196,415,89,0,3,466,36,0,0,149,0,156,0,6,20,75,31,0,68,0,0,219,0,1,0,0,237,0,0,0,9,66,7,4,9,0,14,9,0,164
77,3,5,1,0,0,0,0,0,2,0,0,1,1,2,2,1,6,7,7,7,3,9,3,6,1,0,7,12,11,15,13,9,3,0,2,177,2,48,0,2,19,119,266,3455,0,329,10,2,0,33,547,75,0,816,565,881,999,606,0,616,4,62,6,11,2,204,1,8,1,612,126,268,0,5,757,17,0,0,226,0,216,16,11,15,7,102,2,0,0,0,30,13,0,5,2,305,0,8,12,13,37,208,208,219,7,211,5,5,49
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,3,0,0,0,1,22,0,0,0,0,23,320,8,22,0,0,0,0,36,2,0,940,76,563,1774,519,0,1295,2,15,5,12,0,40,0,4,0,375,0,196,85,0,1415,224,0,0,8,0,23,0,6,3,14,42,0,0,0,0,180,3,0,0,0,88,36,0,0,1,0,0,14,1,0,0,0,0,15
79,1,3,3,1,0,0,0,0,4,4,1,3,0,3,2,4,3,6,16,13,12,15,17,18,16,19,10,4,6,21,17,10,18,0,1,1,5,1,1,2,27,0,129,260,0,253,4,11,0,0,101,29,29,312,154,233,1231,432,0,583,12,74,22,23,3,45,0,11,1,0,41,1,112,8,1118,78,1,1,456,4,30,0,6,9,0,101,0,0,0,0,136,0,0,28,32,110,1,80,11,7,15,1,5,0,5,2,8,0,0
80,1,1,2,1,1,4,0,0,3,3,1,1,0,5,3,2,24,7,6,3,4,9,3,16,21,15,13,9,10,12,4,19,4,0,1,1,2,17,0,1,27,0,300,237,70,123,0,3,13,1,16,5,0,264,87,183,1122,802,1,1074,1,33,3,5,1,26,0,0,0,1091,5,570,0,0,250,123,0,0,17,5,16,7,12,7,0,77,8,0,0,0,197,0,0,1,0,387,0,0,0,0,8,3,14,3,0,21,2,7,12
81,3,2,5,1,1,0,0,0,4,1,2,2,0,1,5,6,6,9,12,12,9,0,10,19,17,13,16,30,25,10,21,18,19,0,1,0,1,102,0,6,49,270,124,492,0,276,1,10,0,1,234,96,61,1242,231,740,3026,696,2,1626,8,88,25,23,1,43,0,10,1,1575,331,810,1,0,1169,0,1,3,278,0,21,7,8,19,0,106,10,53,0,1,2,0,2,0,0,97,1,0,48,100,43,0,0,0,0,8,0,2,94
84,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,6,6,4,1,3,0,3,6,3,7,1,3,3,3,114,3,0,0,49,1,0,7,0,321,484,55,341,2,3,0,0,396,29,27,1315,359,1053,3005,708,0,843,10,29,13,2,0,164,0,3,0,438,0,225,1,2,2163,121,0,1,819,0,176,10,0,3,30,33,0,0,0,0,195,31,0,2,0,88,17,2,0,1,10,4,15,2,1,4,0,0,40
86,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,6,0,6,0,0,3,0,0,0,3,0,0,1,2,0,0,0,6,1599,148,213,27,87,2,0,0,0,7,4,0,106,31,70,434,179,0,247,5,20,3,1,0,8,0,2,0,66,36,39,0,1,415,1,0,0,189,0,5,2,0,0,0,35,0,0,0,0,57,0,0,0,0,58,13,0,0,31,2,1,6,0,1,0,0,0,0
87,0,3,0,0,0,0,0,0,1,3,0,3,0,2,0,2,6,3,3,7,0,6,3,10,7,18,12,13,3,6,0,15,5,0,1,0,0,67,0,2,28,0,120,3365,0,0,1,1,0,0,44,16,0,967,113,597,1682,784,0,1584,9,45,4,3,2,30,0,1,0,668,0,345,100,0,927,13,0,0,42,0,16,0,0,7,0,74,3,0,96,0,154,0,0,0,0,126,0,0,0,7,3,0,0,0,4,0,0,0,53
89,1,3,4,0,0,0,0,0,2,3,1,4,0,3,1,1,9,10,0,15,0,12,9,13,15,19,10,16,13,6,20,9,10,10,3,0,2,0,1,4,21,0,176,479,80,148,4,5,0,0,79,11,0,449,184,307,2068,420,2,1433,2,28,9,6,0,37,0,8,0,1794,2189,870,1,4,408,35,134,0,30,0,41,16,0,12,2,55,1,80,77,0,535,0,1,1,0,220,51,0,63,6,36,2,22,2,1,10,0,0,0
90,2,0,1,0,0,1,0,0,1,1,0,2,1,2,0,2,1,6,7,1,3,4,10,6,13,4,12,6,0,6,1,18,12,0,3,567,0,1,0,1,14,518,92,177,30,242,0,4,106,0,109,34,21,1055,101,689,1063,781,0,1256,0,13,2,4,2,29,0,3,0,326,0,147,118,0,981,54,0,1,28,0,31,46,0,6,1,99,0,66,0,0,228,64,0,1,0,158,0,0,1,3,4,1,1,0,1,1,0,0,0
92,2,3,2,0,0,0,0,0,2,6,0,3,0,2,3,3,6,7,9,0,6,6,1,24,7,1,0,8,19,19,12,6,9,0,1,389,2,1302,0,4,22,0,182,236,55,265,0,19,0,0,713,356,58,833,117,451,1179,416,4,976,5,84,9,3,1,26,0,7,0,966,270,487,117,1,177,0,0,0,11,0,7,0,10,10,0,24,19,84,0,1,94,0,3,0,0,172,218,0,11,6,5,2,1,4,2,2,0,23,1268
