client_id,mcc,transaction_count,total_amount
11,5942,37,1917.24
11,5947,3,45.660000000000004
11,5970,56,2208.41
11,5977,19,205.58
11,6300,10,4047.69
11,7011,18,1288.13
11,7210,23,385.51
11,7230,44,3433.76
11,7531,3,2245.42
11,7538,426,27283.96
11,7542,109,1596.8
11,7549,1,636.52
11,7801,74,17691.84
11,7802,65,16017.1
11,7832,74,3005.57
11,7922,29,3377.26
11,7995,134,34351.8
11,8011,7,1819.1999999999998
11,8021,32,8108.42
11,8043,1,227.4
11,8062,7,4446.96
11,8099,1,25.05
11,9402,1,6.35
13,3000,1,610.31
13,3001,2,1322.58
13,3007,1,447.35
13,3008,1,410.48
13,3058,1,348.97
13,3066,2,876.3
13,3132,3,1948.2199999999998
13,3174,1,611.77
13,3256,3,2055.76
13,3260,3,1672.8
13,3359,6,192.60000000000002
13,3387,9,430.33000000000004
13,3389,7,316.46999999999997
13,3393,3,152.07
13,3395,10,441.27
13,3405,12,547.3599999999999
13,3504,4,346.40999999999997
13,3509,10,747.04
13,3596,21,1611.28
13,3640,12,639.98
13,3684,19,1284.37
13,3722,3,157.45
13,3730,17,1355.08
13,3771,10,745.16
13,3775,9,634.98
13,3780,13,966.79
13,4111,9,526.43
13,4131,1,57.42
13,4214,96,1556.3700000000001
13,4511,2,1141.93
13,4722,24,2443.61
13,4784,122,4222.37
13,4814,183,30798.3
13,4829,44,5160.0
13,4899,57,8953.18
13,4900,168,14083.7
13,5045,2,401.25
13,5094,17,576.11
13,5192,103,2182.06
13,5211,158,5299.98
13,5251,65,1859.93
13,5261,11,646.35
13,5300,450,19664.77
13,5310,116,4042.38
13,5311,352,15169.75
13,5411,392,13982.99
13,5499,379,3885.54
13,5541,518,10568.75
13,5651,29,868.04
13,5655,2,70.34
13,5661,2,69.84
13,5712,1,415.9
13,5719,42,1635.71
13,5732,6,496.89
13,5812,140,815.94
13,5813,2077,15669.52
13,5814,80,477.29
13,5816,1,233.95
13,5912,298,13287.16
13,5932,1,57.56
13,5942,20,765.6600000000001
13,5970,22,912.1
13,5977,26,252.96
13,7011,9,514.11
13,7230,102,6495.76
13,7276,1,184.36
13,7349,56,3553.73
13,7538,224,8983.82
13,7542,244,2727.84
13,7801,2,28.46
13,7832,101,2128.36
13,7995,2,29.240000000000002
13,7996,17,2197.57
13,8011,29,6982.08
13,8021,6,553.0
13,8043,7,1004.9
13,8049,3,538.48
13,8099,4,284.09000000000003
13,8111,1,756.21
13,8931,2,339.42999999999995
13,9402,100,1571.58
14,1711,4,842.0799999999999
14,3000,3,1824.72
14,3005,1,505.84
14,3058,1,534.13
14,3066,3,1644.6100000000001
14,3075,1,482.8
14,3132,5,2939.49
14,3174,2,1300.21
14,3256,2,1106.06
14,3359,7,435.26
14,3387,3,130.94
14,3389,3,133.25
14,3393,9,391.28999999999996
14,3405,3,97.79
14,3504,6,444.53
14,3509,9,545.5799999999999
14,3596,12,775.01
14,3640,10,780.97
14,3684,16,1179.06
14,3722,17,1492.42
14,3730,5,622.32
14,3771,6,313.14
14,3775,3,196.08
14,3780,9,618.7900000000001
14,4111,10,1125.56
14,4112,1,378.72
14,4131,1,140.34
14,4214,1,0.84
14,4411,2,2290.04
14,4722,38,3309.48
14,4814,233,22739.87
14,4829,473,0.0
14,4900,245,33068.01
14,5045,2,233.07999999999998
14,5211,115,5429.73
14,5251,27,1166.41
14,5261,3,104.5
14,5300,334,13476.23
14,5310,135,3598.69
14,5311,232,8915.98
14,5411,502,10869.46
14,5499,781,6962.04
14,5541,868,9479.380000000001
14,5621,2,24.96
14,5651,19,141.73
14,5712,4,815.68
14,5719,32,1501.98
14,5732,3,979.8
14,5733,1,445.65
14,5812,179,1581.02
14,5814,88,821.5
14,5815,119,2419.25
14,5912,333,11520.81
14,5921,2,39.2
14,5932,2,925.39
14,5942,47,1393.53
14,5947,2,2.31
14,5970,34,1297.06
14,6300,107,15924.86
14,7011,10,749.0899999999999
14,7210,94,1620.37
14,7230,112,6057.32
14,7349,84,3363.43
14,7538,98,4528.44
14,7542,31,537.8
14,7832,143,6721.63
14,7922,1,96.15
14,7996,6,304.18
14,8011,44,9377.52
14,8021,63,10934.88
14,8041,3,676.14
14,8043,22,1532.69
14,8049,1,178.8
14,8099,6,219.66000000000003
14,8111,8,4474.21
16,1711,3,670.6
16,3000,4,2854.21
16,3001,2,1165.79
16,3009,1,355.5
16,3058,1,765.49
16,3066,3,2332.77
16,3132,4,3135.5699999999997
16,3174,4,2883.18
16,3256,4,2901.35
16,3260,5,3989.59
16,3359,10,560.58
16,3387,9,469.58000000000004
16,3389,10,530.0
16,3390,12,459.33
16,3393,12,629.88
16,3395,6,344.2
16,3405,11,758.1400000000001
16,3504,19,1930.15
16,3509,16,1649.84
16,3596,34,2942.11
16,3640,16,1598.85
16,3684,25,2466.93
16,3722,12,883.23
16,3730,13,1751.23
16,3771,17,1670.98
16,3775,14,1639.37
16,3780,21,1764.0299999999997
16,4112,2,513.78
16,4121,717,15543.57
16,4131,5,677.6899999999999
16,4511,2,1398.24
16,4722,15,2304.45
16,4814,188,25143.4
16,4829,37,2620.0
16,4899,51,5921.32
16,4900,279,41414.32
16,5094,3,130.6
16,5193,20,599.23
16,5211,108,5013.41
16,5251,55,2591.42
16,5300,340,18439.42
16,5310,110,4305.16
16,5311,200,10481.7
16,5411,506,16445.38
16,5499,423,6719.26
16,5541,597,12651.53
16,5621,13,1118.72
16,5651,61,3016.94
16,5655,17,1000.96
16,5661,11,418.43
16,5712,4,909.48
16,5719,33,1910.47
16,5722,2,368.49
16,5732,3,407.65999999999997
16,5812,565,22717.54
16,5814,325,13323.18
16,5815,1,1.58
16,5816,1,137.54
16,5912,215,12694.61
16,5921,37,315.92
16,5932,3,543.19
16,5942,8,225.2
16,5970,13,516.06
16,7011,17,1957.54
16,7210,31,105.73
16,7230,45,2923.39
16,7349,98,4570.2
16,7538,246,17392.9
16,7542,9,172.14
16,7832,333,9819.05
16,7922,725,52630.73
16,7996,5,723.66
16,8011,29,4418.83
16,8021,18,2501.54
16,8041,1,167.59
16,8049,2,488.65000000000003
16,8062,7,5100.8099999999995
16,8099,5,57.63
17,1711,1,69.0
17,3000,2,1503.3000000000002
17,3001,3,2931.29
17,3008,1,540.65
17,3058,5,4413.35
17,3066,3,2343.2799999999997
17,3132,1,1166.17
17,3174,2,1857.94
17,3260,3,2107.7
17,3359,12,526.0
17,3387,4,302.31
17,3389,9,352.34000000000003
17,3390,6,251.27
17,3393,1,141.76
17,3405,7,376.44
17,3504,3,177.05
17,3509,7,680.14
17,3596,12,729.98
17,3640,12,595.1500000000001
17,3684,17,1361.76
17,3722,13,932.4599999999999
17,3730,10,816.89
17,3771,7,531.19
17,3775,9,528.52
17,3780,18,1277.95
17,4112,4,427.78999999999996
17,4131,1,70.61
17,4214,158,1412.33
17,4511,3,2286.76
17,4722,34,4638.36
17,4784,9,104.2
17,4814,1,8.49
17,4829,268,40.0
17,4900,284,33392.14
17,5094,2,82.35
17,5211,533,18281.87
17,5251,19,264.95
17,5300,1557,110919.48
17,5310,672,22594.21
17,5311,1380,77510.69
17,5411,2403,117475.15
17,5499,1080,14352.32
17,5541,1638,61665.5
17,5651,29,875.05
17,5655,3,167.24
17,5661,19,1109.99
17,5712,2,1188.6999999999998
17,5719,267,9802.57
17,5732,2,341.77
17,5812,1816,75130.75
17,5813,251,1990.35
17,5814,904,36629.32
17,5816,2,69.06
17,5912,2215,107806.45
17,5921,408,2562.31
17,5932,3,640.88
17,5942,283,9692.11
17,5970,297,10317.47
17,5977,4,46.519999999999996
17,7011,25,1764.8600000000001
17,7210,24,417.92
17,7230,92,4444.47
17,7349,64,3921.44
17,7538,167,6164.92
17,7542,98,1385.51
17,7832,326,13570.6
17,7996,19,3187.19
17,8011,9,1804.26
17,8021,27,1734.23
17,8041,2,232.85000000000002
17,8043,4,618.47
17,8049,2,293.06
17,8062,4,2265.92
17,8099,1,150.74
17,9402,136,1217.97
19,4784,30,1353.12
19,4814,1,43.06
19,4829,1,94.24
19,4899,3,146.44
19,4900,3,126.87
19,5094,1,34.29
19,5211,15,481.86
19,5251,10,194.25
19,5300,165,5026.89
19,5310,47,1281.62
19,5311,137,4074.6
19,5411,666,8490.29
19,5499,274,665.85
19,5541,351,4321.02
19,5651,20,429.01
19,5655,10,342.42
19,5661,12,368.26
19,5719,11,390.93
19,5813,182,4784.57
19,5912,710,8913.63
19,5921,287,2506.93
19,5942,6,189.05
19,5947,1,5.6
19,5970,9,240.16
19,6300,1,49.51
19,7230,70,1819.79
19,7538,98,4177.07
19,7542,54,607.9
19,7802,1,48.42
19,7832,84,3020.25
19,7995,1,39.14
19,8021,2,82.66999999999999
19,8099,5,70.54
20,1711,2,123.83000000000001
20,3000,3,2145.37
20,3001,3,1774.6799999999998
20,3058,3,1890.54
20,3066,2,1498.65
20,3132,3,2430.2
20,3174,1,689.93
20,3256,2,1363.4499999999998
20,3260,4,2842.61
20,3359,6,367.05
20,3387,3,151.67
20,3389,9,651.73
20,3390,1,103.88
20,3393,10,770.55
20,3395,6,358.78
20,3405,3,178.45
20,3504,20,1299.22
20,3509,5,553.6700000000001
20,3596,10,548.06
20,3640,12,629.64
20,3684,15,1464.85
20,3722,13,677.41
20,3730,12,686.81
20,3771,10,668.62
20,3775,10,636.0799999999999
20,3780,13,935.19
20,4112,2,77.17
20,4121,1,111.88
20,4131,3,206.29
20,4214,1,0.08
20,4411,1,2294.12
20,4511,2,1714.38
20,4722,30,3651.0699999999997
20,4784,16,461.7
20,4814,132,12983.52
20,4829,223,16240.0
20,4900,189,12891.51
20,5045,3,529.36
20,5094,5,446.66999999999996
20,5193,16,512.54
20,5211,93,4978.94
20,5251,18,1115.04
20,5300,337,20198.83
20,5310,153,6557.46
20,5311,222,11664.02
20,5411,1311,15909.91
20,5499,3956,12515.24
20,5541,1134,13671.62
20,5621,12,486.25
20,5651,74,2656.96
20,5655,24,869.0799999999999
20,5661,22,634.99
20,5712,4,237.29
20,5719,56,2498.19
20,5732,13,2273.05
20,5812,641,3198.07
20,5813,135,1273.72
20,5814,325,2091.26
20,5815,2,111.43
20,5816,8,1832.05
20,5912,211,12599.99
20,5942,331,2015.17
20,5970,31,1530.46
20,6300,101,17368.93
20,7011,4,314.8
20,7210,39,110.12
20,7230,108,4838.05
20,7349,69,3537.52
20,7393,4,116.28
20,7531,3,557.36
20,7538,531,28752.67
20,7549,4,813.53
20,7832,321,5035.16
20,7922,36,2764.68
20,7996,6,718.11
20,8011,10,1492.4499999999998
20,8021,38,7132.18
20,8041,9,996.95
20,8043,12,1315.34
20,8049,11,1272.42
20,8099,5,390.17
20,8111,9,4899.54
20,9402,2,29.03
21,3000,2,1110.08
21,3001,3,1652.79
21,3007,1,807.3
21,3058,2,830.4000000000001
21,3132,1,367.89
21,3174,1,514.81
21,3256,1,648.66
21,3260,1,809.82
21,3389,6,378.84999999999997
21,3390,3,196.59
21,3393,6,478.07000000000005
21,3395,7,535.26
21,3405,3,200.79
21,3504,16,1744.6599999999999
21,3509,16,1585.99
21,3596,14,1649.32
21,3640,10,1154.75
21,3684,19,1935.7
21,3722,3,256.48
21,3730,11,1278.88
21,3771,9,670.06
21,3775,3,157.47
21,3780,14,1659.1100000000001
21,4112,3,702.02
21,4121,1,53.79
21,4131,2,116.03
21,4214,10,117.99
21,4411,1,1173.55
21,4511,2,1091.26
21,4722,12,1115.75
21,4814,282,15168.14
21,4829,454,42470.62
21,4899,59,6709.03
21,4900,271,31372.99
21,5045,1,230.8
21,5094,3,125.62
21,5192,7,385.95
21,5211,66,1491.74
21,5251,11,112.78
21,5300,333,15510.98
21,5310,93,2196.08
21,5311,253,9810.210000000001
21,5411,1285,20560.14
21,5499,919,4878.7
21,5533,1,446.45
21,5541,1344,11664.53
21,5621,3,236.16
21,5651,35,1657.92
21,5655,4,300.47
21,5661,1,67.71
21,5712,1,223.86
21,5719,25,1055.37
21,5732,6,1003.39
21,5812,907,4540.56
21,5813,67,1419.38
21,5814,496,2521.82
21,5815,113,1592.45
21,5912,351,15329.28
21,5921,101,762.14
21,5941,1,43.57
21,5942,29,617.0500000000001
21,5970,17,446.49
21,5977,9,102.38000000000001
21,6300,9,946.1800000000001
21,7011,6,449.8
21,7230,110,5151.52
21,7349,53,2299.71
21,7531,3,1094.71
21,7538,486,26468.01
21,7542,78,913.88
21,7549,1,326.88
21,7801,1,92.94
21,7802,2,118.31
21,7832,78,1863.95
21,7922,38,3172.98
21,7995,6,517.89
21,7996,14,2645.03
21,8011,103,17830.0
21,8021,37,4112.17
21,8041,2,282.05
21,8043,3,385.1
21,8062,2,447.91
21,8099,6,512.31
21,9402,14,154.28
22,3058,2,1221.78
22,3066,2,1394.94
22,3174,1,510.77
22,3256,1,478.07
22,3260,1,663.96
22,3389,1,144.66
22,3390,7,518.02
22,3393,6,431.31999999999994
22,3405,3,213.63
22,3504,3,194.5
22,3509,6,360.20000000000005
22,3596,3,109.52999999999997
22,3722,3,164.53999999999996
22,3730,9,412.68
22,3771,3,170.23000000000002
22,3775,1,148.75
22,3780,12,710.3399999999999
22,4112,1,469.04
22,4121,1,10.22
22,4131,2,235.25
22,4214,7,114.27000000000001
22,4722,3,216.42
22,4784,841,26046.89
22,4814,73,10367.95
22,4829,25,1020.0
22,4899,16,2453.42
22,4900,31,4345.46
22,5045,2,794.71
22,5094,1,85.58
22,5211,15,612.87
22,5251,4,227.38
22,5300,119,4815.35
22,5310,30,2023.02
22,5311,103,3887.28
22,5411,410,5094.11
22,5499,276,5877.67
22,5541,322,7117.97
22,5651,2,121.97
22,5655,1,116.74
22,5661,3,289.86
22,5712,1,50.8
22,5719,3,106.97
22,5732,2,921.76
22,5812,222,2036.74
22,5813,20,500.25
22,5814,98,899.81
22,5912,91,2250.33
22,5921,29,319.9
22,5942,51,240.43
22,5947,2,32.96
22,5970,9,190.54
22,6300,2,251.13
22,7230,8,252.64
22,7349,16,360.16
22,7538,24,2128.3399999999997
22,7542,14,215.6
22,7832,18,474.14
22,8011,1,12.24
22,8021,7,1568.06
22,8041,2,361.8
22,8049,1,162.27
22,8099,1,117.11
22,8931,1,182.79
22,9402,4,63.28
24,1711,3,335.94000000000005
24,3000,3,484.88
24,3001,2,251.76999999999998
24,3005,1,595.09
24,3058,2,276.15
24,3132,1,85.76
24,3174,1,114.94
24,3256,1,134.05
24,3260,1,96.56
24,3359,3,97.1
24,3387,6,251.53000000000003
24,3389,4,190.12
24,3393,9,413.46000000000004
24,3405,6,247.84000000000003
24,3509,6,97.98000000000002
24,3596,3,108.99
24,3640,15,372.98
24,3684,10,313.14000000000004
24,3722,3,104.75
24,3730,6,118.48000000000002
24,3771,9,230.44
24,3775,3,82.95
24,3780,3,67.24000000000001
24,4112,3,829.45
24,4121,35,955.27
24,4131,1,3.81
24,4411,1,1897.1
24,4511,2,279.1
24,4722,12,1135.1399999999999
24,4814,52,10668.91
24,4829,480,49400.0
24,4899,58,11146.3
24,4900,117,14442.26
24,5045,6,213.94
24,5094,1,235.68
24,5193,41,1125.0
24,5211,258,15879.710000000001
24,5251,15,759.0799999999999
